doc_id,question,expected_answer,title,modalities
paper_39,What was the comparator used to evaluate the performance of the Inception-ResNet-v2 model?,The abstract does not specify a direct comparator but indicates that hybrid deep learning techniques improved diagnostic accuracy for lung cancer prediction.,Integrating Genomic Data and Imaging in Lung Cancer Prediction Using a Hybrid Deep Learning Approach.,ct; omics; clinical
paper_39,What was the achieved accuracy of the Inception-ResNet-v2 model for lung cancer prediction?,The Inception-ResNet-v2 model achieved an accuracy of 92.5% for lung cancer prediction.,Integrating Genomic Data and Imaging in Lung Cancer Prediction Using a Hybrid Deep Learning Approach.,ct; omics; clinical
paper_40,What population was studied in the development of the Res3D-PF model for predicting recurrence in lung adenocarcinoma?,The study analyzed a cohort of 551 patients with pathological stage IA lung adenocarcinoma who underwent surgical resection.,Computed Tomography-Pathology Deep Learning Model for the Precise Prediction of Recurrence in Pathological Stage IA Lung Adenocarcinoma.,ct; pathology
paper_40,What intervention was used to improve the prediction of recurrence-free survival in patients with pathological stage IA LUAD?,"The intervention involved the development of a deep learning model, the ResNet 3D-Pathology Fusion (Res3D-PF), which integrated preoperative computed tomography images and pathological grading for predicting recurrence-free survival.",Computed Tomography-Pathology Deep Learning Model for the Precise Prediction of Recurrence in Pathological Stage IA Lung Adenocarcinoma.,ct; pathology
paper_40,How did the Res3D-PF model's performance compare to conventional TNM staging and IASLC grading in predicting 5-year recurrence-free survival?,"The Res3D-PF model significantly outperformed the 8th T-stage and IASLC grade, achieving an area under the curve (AUC) of 0.837 compared to 0.660 and 0.684 respectively.",Computed Tomography-Pathology Deep Learning Model for the Precise Prediction of Recurrence in Pathological Stage IA Lung Adenocarcinoma.,ct; pathology
paper_40,What were the outcomes measured in this study regarding the prediction of postoperative recurrence?,"The outcomes measured were the 5-year recurrence-free survival rates and median recurrence-free survival times of high-risk versus low-risk patients, indicating significant differences between the two groups.",Computed Tomography-Pathology Deep Learning Model for the Precise Prediction of Recurrence in Pathological Stage IA Lung Adenocarcinoma.,ct; pathology
paper_40,What performance metrics were used to evaluate the Res3D-PF model in the validation cohort?,The model's performance was evaluated using receiver operating characteristic curve analysis and multivariable Cox regression to identify independent recurrence-free survival predictors.,Computed Tomography-Pathology Deep Learning Model for the Precise Prediction of Recurrence in Pathological Stage IA Lung Adenocarcinoma.,ct; pathology
paper_41,What is the population studied in the research for lung cancer diagnosis using AI?,The study focuses on lung and colon tissues for histopathological classification.,A Lightweight Cross-Gated Dual-Branch Attention Network for Colon and Lung Cancer Diagnosis from Histopathological Images.,ct; pathology
paper_41,What intervention method is utilized for diagnosing lung cancer within the study?,The study employs an end-to-end dual-branch attention network enhanced by EfficientNetV2-B0 and MobileNetV3-Small backbones.,A Lightweight Cross-Gated Dual-Branch Attention Network for Colon and Lung Cancer Diagnosis from Histopathological Images.,ct; pathology
paper_41,What performance metrics were achieved by the proposed AI model for lung cancer diagnosis?,"The model achieved 99.84% in accuracy, precision, recall, F1-score, and an MCC of 0.998.",A Lightweight Cross-Gated Dual-Branch Attention Network for Colon and Lung Cancer Diagnosis from Histopathological Images.,ct; pathology
paper_41,How does the proposed method compare to traditional diagnostic methods in terms of computational efficiency?,"The proposed method is designed to be computationally efficient while maintaining high accuracy and interpretability, unlike traditional complex multi-stage pipelines.",A Lightweight Cross-Gated Dual-Branch Attention Network for Colon and Lung Cancer Diagnosis from Histopathological Images.,ct; pathology
paper_41,What fusion modalities are incorporated in the AI architecture for lung cancer classification?,The network incorporates a cross-gated fusion mechanism combining global context and fine structural details from two different backbone networks.,A Lightweight Cross-Gated Dual-Branch Attention Network for Colon and Lung Cancer Diagnosis from Histopathological Images.,ct; pathology
paper_42,What population was targeted in the study on PD-L1 expression in non-small cell lung cancer?,The study focused on 43 patients with Non-Small Cell Lung Cancer (NSCLC).,Multisequence MRI-driven assessment of PD-L1 expression in non-small cell lung cancer: a pilot study.,ct; mri; pathology; omics
paper_42,What intervention was explored for assessing PD-L1 expression in the study?,The study developed a non-invasive pipeline using quantitative analysis of MRI-derived IVIM parameter maps and T1-VIBE acquisitions to evaluate PD-L1 expression.,Multisequence MRI-driven assessment of PD-L1 expression in non-small cell lung cancer: a pilot study.,ct; mri; pathology; omics
paper_42,Which intervention was compared to the non-invasive MRI pipeline for PD-L1 evaluation?,The non-invasive MRI pipeline was compared to traditional invasive biopsy procedures for evaluating PD-L1 expression.,Multisequence MRI-driven assessment of PD-L1 expression in non-small cell lung cancer: a pilot study.,ct; mri; pathology; omics
paper_42,What were the main performance metrics used in the study to assess the different feature sets in predicting PD-L1 status?,"The primary performance metric used was the area under the receiver operating characteristic curve (AUC), which ranged from 0.78 to 0.92.",Multisequence MRI-driven assessment of PD-L1 expression in non-small cell lung cancer: a pilot study.,ct; mri; pathology; omics
paper_42,Which specific modalities of MRI provided the best performance in detecting PD-L1 expression according to the study results?,"The IVIM-D fusion features provided the best performance with an AUC of 0.92, followed closely by IVIM-D* radiomic features with an AUC of 0.91.",Multisequence MRI-driven assessment of PD-L1 expression in non-small cell lung cancer: a pilot study.,ct; mri; pathology; omics
paper_43,What is the population studied in the research on multimodal AI for lung cancer diagnosis?,The study involved 633 different patients who had solid pulmonary nodules.,Development and validation of a multimodal radiomics-serum biomarker model for diagnosing solid pulmonary nodules via machine learning.,ct; xray
paper_43,What intervention was used in the multimodal model for diagnosing solid pulmonary nodules?,The intervention involved a multimodal diagnostic model that combined CT radiomics features and serum biomarkers analyzed via machine learning.,Development and validation of a multimodal radiomics-serum biomarker model for diagnosing solid pulmonary nodules via machine learning.,ct; xray
paper_43,How does the multimodal model compare to single-modality models in terms of performance metrics?,"The multimodal model outperformed single-modality diagnostic models, achieving an AUC of 0.926, compared to 0.843 for CT radiomics, 0.783 for serum biomarkers, and 0.820 for the 3D deep learning model.",Development and validation of a multimodal radiomics-serum biomarker model for diagnosing solid pulmonary nodules via machine learning.,ct; xray
paper_43,What were some key performance metrics used to evaluate the multimodal diagnostic model?,"Key performance metrics included area under the curve (AUC), accuracy, positive predictive value (PPV), and negative predictive value (NPV).",Development and validation of a multimodal radiomics-serum biomarker model for diagnosing solid pulmonary nodules via machine learning.,ct; xray
paper_43,What was the outcome of using the multimodal model for diagnosing solid pulmonary nodules?,"The outcome showed that the multimodal model had high accuracy in distinguishing benign from malignant solid pulmonary nodules, thereby potentially improving clinical decision-making.",Development and validation of a multimodal radiomics-serum biomarker model for diagnosing solid pulmonary nodules via machine learning.,ct; xray
paper_44,What population was studied to evaluate the effectiveness of the multimodal AI approach for predicting lung cancer invasiveness?,The study retrospectively analyzed 1247 ground-glass nodules (GGNs) from 1182 lung adenocarcinoma (LUAD) patients.,Integrating CT-based radiomics and deep learning for invasive prediction of ground-glass nodules in lung adenocarcinoma: a multicohort study.,ct; pathology
paper_44,What multimodal interventions were incorporated in the study to improve prediction accuracy for ground-glass nodule invasiveness in lung adenocarcinoma?,The study used a multiple-instance learning (MIL) framework integrating CT-based radiomics and deep learning models for predicting invasiveness of ground-glass nodules.,Integrating CT-based radiomics and deep learning for invasive prediction of ground-glass nodules in lung adenocarcinoma: a multicohort study.,ct; pathology
paper_44,How did the performance of the MIL-DL-Rad model compare to other predictive models in terms of area under the curve (AUC)?,"The MIL-DL-Rad model with the ExtraTrees classifier achieved AUCs of 0.936, 0.881, 0.868, 0.926, and 0.918 across training, validation, and external test sets, demonstrating superior and consistent performance compared to other models.",Integrating CT-based radiomics and deep learning for invasive prediction of ground-glass nodules in lung adenocarcinoma: a multicohort study.,ct; pathology
paper_44,What outcome measures were utilized to evaluate the predictive performance of the models developed in this study?,"Model performance was evaluated using the area under the receiver operating characteristic curve (AUC), calibration curve, and decision curve analysis (DCA).",Integrating CT-based radiomics and deep learning for invasive prediction of ground-glass nodules in lung adenocarcinoma: a multicohort study.,ct; pathology
paper_44,What is the clinical significance of accurately predicting the invasiveness of ground-glass nodules in lung adenocarcinoma patients?,Accurate prediction of GGN invasiveness is crucial as it directly influences surgical strategies and prognosis for lung adenocarcinoma patients.,Integrating CT-based radiomics and deep learning for invasive prediction of ground-glass nodules in lung adenocarcinoma: a multicohort study.,ct; pathology
paper_45,What is the target population for the study regarding lung cancer subtyping?,The study focuses on patients undergoing rapid on-site evaluation (ROSE) for lung cancer diagnosis.,Integration of ROSE cytology and serum tumor markers for rapid subtyping of lung cancer.,ct; pathology
paper_45,What intervention is proposed for the early treatment initiation of lung cancer patients?,The intervention involves a deep learning-based framework that integrates ROSE cytomorphology with serum tumor markers for pre-pathological subtyping.,Integration of ROSE cytology and serum tumor markers for rapid subtyping of lung cancer.,ct; pathology
paper_45,What comparator was used in this study to evaluate the performance of the deep learning models?,The study compared the diagnostic accuracy of manual ROSE assessment and two deep learning models: the ROSE Image-Only Model (RIOM) and the ROSE-Serum Marker Model (RSMM).,Integration of ROSE cytology and serum tumor markers for rapid subtyping of lung cancer.,ct; pathology
paper_45,What multimodal fusion approach is utilized in this research for lung cancer subtyping?,The research utilizes a fusion approach between ROSE cytology images and five serum biomarkers for accurate lung cancer classification.,Integration of ROSE cytology and serum tumor markers for rapid subtyping of lung cancer.,ct; pathology
paper_45,What was the performance of the multimodal model in terms of accuracy for lung cancer subtype classification?,The multimodal ROSE-Serum Marker Model (RSMM) achieved an accuracy of 91.6% in classifying five lung cancer subtypes.,Integration of ROSE cytology and serum tumor markers for rapid subtyping of lung cancer.,ct; pathology
paper_46,What population is targeted in the study for improving lung cancer classification and survival prediction?,The study targets lung cancer patients for improving classification of subtypes and survival rate predictions.,"Design of an integrated model using U-Net, DeepSurv, and cross-attention for lung cancer classification and survival prediction.",ct; pathology; omics
paper_46,What intervention does the proposed framework use for segmenting and classifying lung cancer?,The proposed framework employs an Iterative Multi-Model Deep Learning Framework using U-Net for segmentation and DeepSurv for survival prediction.,"Design of an integrated model using U-Net, DeepSurv, and cross-attention for lung cancer classification and survival prediction.",ct; pathology; omics
paper_46,Which modalities are integrated in the multimodal framework for lung cancer classification?,"The framework integrates radiological images, histopathology images, and genomic data for lung cancer classification.","Design of an integrated model using U-Net, DeepSurv, and cross-attention for lung cancer classification and survival prediction.",ct; pathology; omics
paper_46,What performance metrics were reported for tumor segmentation accuracy and lung cancer subtype classification?,The study reports tumor segmentation accuracy results between 90% and 95% Dice similarity and lung cancer subtype classification accuracy between 85% and 90%.,"Design of an integrated model using U-Net, DeepSurv, and cross-attention for lung cancer classification and survival prediction.",ct; pathology; omics
paper_46,How is the survival prediction enhanced in the proposed model?,"Survival prediction is enhanced using DeepSurv, which incorporates deep learning with the Cox proportional hazards model to handle complex data, achieving a C Index of approximately 0.75 to 0.80.","Design of an integrated model using U-Net, DeepSurv, and cross-attention for lung cancer classification and survival prediction.",ct; pathology; omics
paper_47,What population was targeted in the study of the multimodal deep learning model for lung cancer classification?,The study targeted patients with lung cancer for the classification and risk staging of the disease.,A deep learning model for multiclass lung cancer classification using multimodal data fusion.,ct; pathology; clinical
paper_47,What multimodal data were integrated in the MMLM for lung cancer classification?,"The MMLM integrated pathological images, RNA sequencing data, methylation microarray data, and clinical information.",A deep learning model for multiclass lung cancer classification using multimodal data fusion.,ct; pathology; clinical
paper_47,How did the performance of the multimodal model (MMLM) compare to the monomodal ResNet152 (RNet) model in lung cancer classification?,"The MMLM demonstrated superior performance compared to RNet, with higher AUC values and average precision metrics.",A deep learning model for multiclass lung cancer classification using multimodal data fusion.,ct; pathology; clinical
paper_47,What were the AUC values for MMLM compared to RNet in the study?,"The AUC values for the MMLM were 0.999, 1.000, and 0.980, while RNet's AUC values were 0.822, 0.732, and 0.781.",A deep learning model for multiclass lung cancer classification using multimodal data fusion.,ct; pathology; clinical
paper_47,What outcomes did the study find regarding the MMLM's ability to predict lung cancer risk staging?,The supplementary validation indicated that the MMLM yielded encouraging results in predicting lung cancer risk staging.,A deep learning model for multiclass lung cancer classification using multimodal data fusion.,ct; pathology; clinical
paper_48,What population was included in the study for risk stratification of pulmonary nodules?,The study enrolled 1356 participants across discovery and external validation cohorts.,Risk-stratified classification of pulmonary nodule malignancy via a machine learning model integrating imaging and cell-free DNA: a model development and validation study (DECIPHER-NODL).,ct; omics
paper_48,What intervention was evaluated in the study for classifying pulmonary nodule malignancy?,The study evaluated machine learning models integrating low-dose computed tomography (LDCT) radiomics and plasma cell-free DNA (cfDNA) fragmentomics.,Risk-stratified classification of pulmonary nodule malignancy via a machine learning model integrating imaging and cell-free DNA: a model development and validation study (DECIPHER-NODL).,ct; omics
paper_48,How does the integrated imaging-cfDNA model perform compared to the individual models in terms of AUC?,"The integrated model achieved an AUC of 0.950 in the internal test set and 0.966 in external validation, outperforming the individual models.",Risk-stratified classification of pulmonary nodule malignancy via a machine learning model integrating imaging and cell-free DNA: a model development and validation study (DECIPHER-NODL).,ct; omics
paper_48,What specific performance metrics were reported for the combined model's sensitivity and specificity?,"The combined model maintained a sensitivity of 95% with a specificity of 0.60, while the individual models had lower specificities of 0.50 and 0.33.",Risk-stratified classification of pulmonary nodule malignancy via a machine learning model integrating imaging and cell-free DNA: a model development and validation study (DECIPHER-NODL).,ct; omics
paper_48,What were the results of the invasion prediction model in terms of AUC for internal and external validation?,The invasion prediction model showed an AUC of 0.884 for internal validation and 0.880 for external validation.,Risk-stratified classification of pulmonary nodule malignancy via a machine learning model integrating imaging and cell-free DNA: a model development and validation study (DECIPHER-NODL).,ct; omics
paper_49,What is the primary population targeted by the study in relation to tuberculosis screening?,The study targets lung cancer patients for tuberculosis screening using chest X-ray imaging.,An efficient deep learning-based morphology aware hierarchical mixture of features for tuberculosis screening using segmentation of chest X-ray images.,ct; xray
paper_49,What intervention does the EDLHFFA-LSTS model utilize for lung segmentation and TB screening?,"The EDLHFFA-LSTS model employs a deep learning-based framework that includes the Res-UNet method for segmentation and a combination of EfficientNetV2, CapsNet, and Convolutional Vision Transformer for feature extraction.",An efficient deep learning-based morphology aware hierarchical mixture of features for tuberculosis screening using segmentation of chest X-ray images.,ct; xray
paper_49,How does the accuracy of the EDLHFFA-LSTS model compare to existing models in tuberculosis screening?,The EDLHFFA-LSTS model demonstrates a superior accuracy of 98.33% compared to existing models.,An efficient deep learning-based morphology aware hierarchical mixture of features for tuberculosis screening using segmentation of chest X-ray images.,ct; xray
paper_49,What imaging modality is predominantly used for TB screening in this study?,The predominant imaging modality used for tuberculosis screening in the study is chest X-ray (CXR) images.,An efficient deep learning-based morphology aware hierarchical mixture of features for tuberculosis screening using segmentation of chest X-ray images.,ct; xray
paper_49,Which techniques were combined in the proposed model for the classification process?,The classification process in the proposed model utilizes the stacked autoencoder (SAE) technique.,An efficient deep learning-based morphology aware hierarchical mixture of features for tuberculosis screening using segmentation of chest X-ray images.,ct; xray
paper_50,What is the population studied in the systematic review of multimodal AI for non-small cell lung cancer (NSCLC)?,"The population studied comprises patients diagnosed with non-small cell lung cancer (NSCLC), which is a leading cause of cancer-related mortality.",Redefining the Diagnostic and Therapeutic Landscape of Non-Small Cell Lung Cancer in the Era of Precision Medicine.,ct; pathology; omics; liquid_biopsy
paper_50,What interventions are being explored in the review to improve the diagnosis and treatment of NSCLC?,"Interventions explored include novel diagnostic strategies such as liquid biopsy, low-dose computed tomography (CT) scans with radiomic analysis, and AI-integrated multi-modal platforms.",Redefining the Diagnostic and Therapeutic Landscape of Non-Small Cell Lung Cancer in the Era of Precision Medicine.,ct; pathology; omics; liquid_biopsy
paper_50,What are the emerging therapeutic modalities discussed in the review for managing NSCLC?,"Emerging therapeutic modalities include antibody-drug conjugates, bispecific antibodies, and cancer vaccines.",Redefining the Diagnostic and Therapeutic Landscape of Non-Small Cell Lung Cancer in the Era of Precision Medicine.,ct; pathology; omics; liquid_biopsy
paper_50,What types of modalities are integrated for data analysis in the research on NSCLC?,"The modalities integrated for data analysis include multi-omic technologies such as single-cell sequencing, spatial transcriptomics, and proteomics.",Redefining the Diagnostic and Therapeutic Landscape of Non-Small Cell Lung Cancer in the Era of Precision Medicine.,ct; pathology; omics; liquid_biopsy
paper_50,What outcome measures are targeted in the advancements for NSCLC as suggested by the review?,"The targeted outcome measures include improvements in early detection, dynamic monitoring, personalized management, and ultimately better long-term survival rates for NSCLC patients.",Redefining the Diagnostic and Therapeutic Landscape of Non-Small Cell Lung Cancer in the Era of Precision Medicine.,ct; pathology; omics; liquid_biopsy
paper_51,What is the target population for the computer-aided diagnosis systems discussed in the study on lung cancer?,"The target population is patients with lung cancer, as the review focuses on advancements in computer-aided diagnosis systems for this disease.",Research progress in computer-aided diagnosis systems for lung cancer.,ct; pet
paper_51,Which imaging modalities are integrated in the multimodal approach for lung cancer diagnosis?,The multimodal approach integrates CT and PET imaging for enhanced diagnostic capabilities in lung cancer.,Research progress in computer-aided diagnosis systems for lung cancer.,ct; pet
paper_51,What are the reported performance metrics for the computer-aided diagnosis systems in lung cancer?,"The reported performance metrics include an AUC of ≥ 0.95 and less than 0.1 false positives per CT scan, along with an increase in early detection rates by approximately 20-30%.",Research progress in computer-aided diagnosis systems for lung cancer.,ct; pet
paper_51,How do the intervention systems compare to traditional methods in terms of early detection for lung cancer?,The intervention systems improve early detection by about 20-30% as compared to traditional diagnostic methods.,Research progress in computer-aided diagnosis systems for lung cancer.,ct; pet
paper_51,What is one of the prognostic outcomes reported for the AI systems in lung cancer diagnosis?,"One of the prognostic outcomes reported is a C-index of approximately 0.85 to 0.90, indicating high predictive accuracy for the AI systems.",Research progress in computer-aided diagnosis systems for lung cancer.,ct; pet
paper_52,What population was included in the study for predicting driver gene mutations in lung cancer?,"The study included a large multicenter dataset of paired pathology images and next-generation sequencing from 2,573 patients with lung cancer.",A Deep Learning Framework Integrating Tumor Microenvironmental Features Accurately Predicts Multiple Driver Gene Mutations in Lung Cancer Pathology Images.,ct; pathology; omics
paper_52,What type of intervention did the researchers implement to predict mutations in lung cancer pathology images?,"The researchers developed NAVF-Bio, an adaptive multiview feature fusion framework based on multiple instance learning to integrate tumor microenvironment features from whole-slide images.",A Deep Learning Framework Integrating Tumor Microenvironmental Features Accurately Predicts Multiple Driver Gene Mutations in Lung Cancer Pathology Images.,ct; pathology; omics
paper_52,What comparison was made to assess the performance of the NAVF-Bio framework?,NAVF-Bio was benchmarked against 11 state-of-the-art deep learning methods to evaluate its performance in predicting driver mutations and tumor mutational burden.,A Deep Learning Framework Integrating Tumor Microenvironmental Features Accurately Predicts Multiple Driver Gene Mutations in Lung Cancer Pathology Images.,ct; pathology; omics
paper_52,What outcomes were measured to determine the effectiveness of the NAVF-Bio model?,"The outcomes measured included the prediction of driver mutations (e.g., TP53, EGFR, KRAS, ALK) and tumor mutational burden status.",A Deep Learning Framework Integrating Tumor Microenvironmental Features Accurately Predicts Multiple Driver Gene Mutations in Lung Cancer Pathology Images.,ct; pathology; omics
paper_52,How did the NAVF-Bio framework contribute to the understanding of tumor characteristics in lung cancer?,NAVF-Bio utilized WSI visualization and TME quantification to provide interpretability analyses that elucidated pathologically relevant tumor features.,A Deep Learning Framework Integrating Tumor Microenvironmental Features Accurately Predicts Multiple Driver Gene Mutations in Lung Cancer Pathology Images.,ct; pathology; omics
paper_53,What types of data integration does artificial intelligence-based radiogenomics utilize for lung cancer?,"It integrates medical imaging, genomics, and clinical data to enhance lung cancer precision medicine.",Advances in artificial intelligence-based radiogenomics for lung cancer precision medicine.,ct; omics; clinical
paper_53,Which oncogenic driver mutations can be predicted using radiogenomics in lung cancer patients?,Key oncogenic driver mutations such as those in the epidermal growth factor receptor and Kirsten rat sarcoma viral oncogene homolog.,Advances in artificial intelligence-based radiogenomics for lung cancer precision medicine.,ct; omics; clinical
paper_53,What are the outcomes associated with using radiogenomics for lung cancer management?,"Radiogenomics has shown potential in predicting treatment responses, recurrence, and overall survival in lung cancer patients.",Advances in artificial intelligence-based radiogenomics for lung cancer precision medicine.,ct; omics; clinical
paper_53,What challenges does the current radiogenomics approach face in clinical implementation?,"Challenges include standardization, comprehensive validation, model interpretability, ethnic diversity, and constructing multi-omics databases.",Advances in artificial intelligence-based radiogenomics for lung cancer precision medicine.,ct; omics; clinical
paper_53,How do radiogenomic studies contribute to understanding tumor biology in lung cancer?,"They identify significant correlations between radiomic features and gene clusters, providing insights into tumor heterogeneity and biological pathways.",Advances in artificial intelligence-based radiogenomics for lung cancer precision medicine.,ct; omics; clinical
paper_54,What is the population studied in the research on predicting distant metastasis after SBRT for NSCLC?,The study involved 566 patients with early-stage non-small cell lung cancer (NSCLC) from 5 hospitals.,PET/CT-based deep learning model predicts distant metastasis after SBRT for early-stage NSCLC: A multicenter study.,ct; pet
paper_54,What is the main intervention used in the study to predict distant metastasis in patients undergoing SBRT?,The main intervention was a deep learning fusion model based on 18F-FDG PET/CT images.,PET/CT-based deep learning model predicts distant metastasis after SBRT for early-stage NSCLC: A multicenter study.,ct; pet
paper_54,How does the performance of the deep learning fusion model compare to individual CT and PET models?,"The fusion model showed superior predictive capability with C-indices of 0.864 for training, 0.819 for internal test, and 0.782 for external test, outperforming the CT and PET models alone.",PET/CT-based deep learning model predicts distant metastasis after SBRT for early-stage NSCLC: A multicenter study.,ct; pet
paper_54,What outcomes were assessed in the study regarding the deep learning model for lung cancer patients?,"The outcomes assessed included the risk of distant metastasis (DM) and metastasis-free survival (MFS), with significant differentiation in MFS between high- and low-risk patient groups.",PET/CT-based deep learning model predicts distant metastasis after SBRT for early-stage NSCLC: A multicenter study.,ct; pet
paper_54,What were the key metrics indicating the predictive capability of the fusion model in this study?,"The fusion model was identified as an independent prognostic factor for metastasis-free survival, with hazard ratios indicating substantial risk stratification for distant metastasis.",PET/CT-based deep learning model predicts distant metastasis after SBRT for early-stage NSCLC: A multicenter study.,ct; pet
paper_55,What is the population studied for the application of the SIMMT framework in this research?,"The population studied includes subcellular spatial transcriptomics datasets from human lung cancer tissue, mouse brain tissue, human colorectal cancer tissue, and human ovarian cancer tissue.",Image-enhanced Multi-Modal Contrastive Transformer for subcellular spatial transcriptomics.,ct; omics
paper_55,What intervention does the SIMMT framework utilize to enhance subcellular data analysis?,"The intervention involves using the SIMMT framework, which is an image-enhanced multi-modal contrastive transformer that integrates transcriptomic profiles with high-resolution morphological images.",Image-enhanced Multi-Modal Contrastive Transformer for subcellular spatial transcriptomics.,ct; omics
paper_55,How does the SIMMT framework compare with existing state-of-the-art methods in terms of performance metrics?,The SIMMT framework consistently outperformed state-of-the-art methods in both spatial clustering and gene expression pattern analysis.,Image-enhanced Multi-Modal Contrastive Transformer for subcellular spatial transcriptomics.,ct; omics
paper_55,What specific outcome does the SIMMT framework aim to achieve in the context of lung cancer research?,The specific outcome aimed for by the SIMMT framework is to identify tumor spatial heterogeneity and uncover potential gene biomarkers.,Image-enhanced Multi-Modal Contrastive Transformer for subcellular spatial transcriptomics.,ct; omics
paper_55,Which modalities are integrated within the SIMMT framework to achieve enhanced cell representation?,The SIMMT framework integrates transcriptomic data and morphological images through a dual transformer architecture and a contrastive learning module.,Image-enhanced Multi-Modal Contrastive Transformer for subcellular spatial transcriptomics.,ct; omics
paper_56,What population is primarily addressed in the review concerning the use of AI in lung cancer diagnosis?,The review focuses on patients with lung nodules and lung cancer.,"Leveraging Artificial Intelligence to Transform Thoracic Radiology for Lung Nodules and Lung Cancer: Applications, Challenges, and Future Directions.",ct; omics
paper_56,What types of interventions involving AI are explored in the context of lung cancer treatment and assessment?,"The review discusses the application of AI in detecting lung nodules, predicting cancer risk, evaluating prognosis, identifying mutations, analyzing treatment response, and predicting operability.","Leveraging Artificial Intelligence to Transform Thoracic Radiology for Lung Nodules and Lung Cancer: Applications, Challenges, and Future Directions.",ct; omics
paper_56,What clinical outcomes are evaluated through the use of AI methods in lung cancer patients as mentioned in the paper?,"AI methods are used to evaluate prognosis, predict treatment response, and assess the risk of treatment-related pneumonitis among lung cancer patients.","Leveraging Artificial Intelligence to Transform Thoracic Radiology for Lung Nodules and Lung Cancer: Applications, Challenges, and Future Directions.",ct; omics
paper_56,Which modalities are combined in the multimodal approach to enhance lung cancer detection and analysis according to the study?,The study explores multimodal AI approaches that include medical imaging techniques and multiomic data for analyzing lung nodules and lung cancer.,"Leveraging Artificial Intelligence to Transform Thoracic Radiology for Lung Nodules and Lung Cancer: Applications, Challenges, and Future Directions.",ct; omics
paper_56,How are the real-world performances of AI models in thoracic radiology assessed as outlined in the abstract?,The abstract outlines the need for evolving evaluation approaches to assess the real-world utility and performance of AI models in thoracic radiology.,"Leveraging Artificial Intelligence to Transform Thoracic Radiology for Lung Nodules and Lung Cancer: Applications, Challenges, and Future Directions.",ct; omics
paper_57,What is the population targeted in the study for the lung cancer diagnostic framework?,"The study targets the population suffering from lung cancer, addressing the inconsistency and limitations in the diagnosis of this condition.",Ensembling Vision Transformers and ResNet-50 for Interpretable Lung Cancer Diagnosis with Feature Fusion and XAI Techniques.,ct; pathology
paper_57,What intervention is proposed in the study for lung cancer diagnosis?,The intervention proposed is a novel deep learning framework utilizing a hybrid ensemble architecture combining ResNet-50 and Vision Transformer for histopathological lung cancer classification.,Ensembling Vision Transformers and ResNet-50 for Interpretable Lung Cancer Diagnosis with Feature Fusion and XAI Techniques.,ct; pathology
paper_57,What is the performance metric reported for the proposed diagnosis framework in the study?,"The ensemble model achieved a mean cross-validation accuracy of 99.96% ± 0.0004%, demonstrating exceptional performance in lung cancer diagnosis.",Ensembling Vision Transformers and ResNet-50 for Interpretable Lung Cancer Diagnosis with Feature Fusion and XAI Techniques.,ct; pathology
paper_57,How do the proposed feature fusion modalities work in the lung cancer diagnostic framework?,"The framework fuses features from ResNet-50, which extracts 2048-dimensional spatial features, and Vision Transformer, which generates 768-dimensional features, resulting in a combined 2816-dimensional feature vector.",Ensembling Vision Transformers and ResNet-50 for Interpretable Lung Cancer Diagnosis with Feature Fusion and XAI Techniques.,ct; pathology
paper_57,What explainable AI techniques are integrated into the lung cancer diagnostic model?,"The model integrates various Explainable AI techniques including Grad-CAM, LIME, SHAP, Saliency Maps, Integrated Gradients, and Occlusion Sensitivity for enhanced interpretability.",Ensembling Vision Transformers and ResNet-50 for Interpretable Lung Cancer Diagnosis with Feature Fusion and XAI Techniques.,ct; pathology
paper_58,What population was studied in the research on predicting therapy resistance in non-small cell lung cancer?,The study involved 42 late-stage non-small cell lung cancer patients with activating EGFR mutations.,Predicting targeted therapy resistance in non-small cell lung cancer using multimodal machine learning.,ct; omics; clinical
paper_58,What multimodal data types were used in the machine learning model for predicting resistance in lung cancer patients?,"The model incorporated histology whole-slide images, next-generation sequencing results, and demographic and clinical variables.",Predicting targeted therapy resistance in non-small cell lung cancer using multimodal machine learning.,ct; omics; clinical
paper_58,How did the performance of the multimodal machine learning model compare to unimodal models in predicting therapy resistance?,"The multimodal model achieved a mean C-index of 0.82, outperforming image-only and non-image models, which had C-index scores of 0.75 and 0.77, respectively.",Predicting targeted therapy resistance in non-small cell lung cancer using multimodal machine learning.,ct; omics; clinical
paper_58,What was the primary outcome measure used to evaluate the model's performance in the study?,"Model performance was evaluated using the concordance index (C-index), Kaplan-Meier survival curves, and log-rank tests.",Predicting targeted therapy resistance in non-small cell lung cancer using multimodal machine learning.,ct; omics; clinical
paper_58,What significant predictor was identified in the study for predicting therapy resistance in NSCLC patients?,Key predictors included RB1 mutation and Hispanic ethnicity.,Predicting targeted therapy resistance in non-small cell lung cancer using multimodal machine learning.,ct; omics; clinical
paper_59,What is the population studied in the research on lung adenocarcinoma assessment?,The study evaluated 90 clinical specimens of lung adenocarcinoma.,"Visible Light-Near Infrared Hyperspectral Imaging and Deep Learning Enable Rapid, Non-Staining Assessment of Lung Adenocarcinoma.",ct; pathology; omics
